Key,Source,Context,Changes,English
perkArcheryRank3Desc,progression,Perk,New,"Прицеливание из луков на 30% быстрее.\nПерезарядка и натяжение на 20% быстрее."
perkArcheryRank4Desc,progression,Perk,New,"Прицеливание из луков на 40% быстрее.\nПерезарядка и натяжение на 25% быстрее."
perkArcheryRank5Desc,progression,Perk,New,"Прицеливание из луков на 50% быстрее.\nПерезарядка и натяжение на 30% быстрее."
perkAutomaticWeaponsDesc,progression,Perk,New,"Станьте элитным бойцом, используя автоматическое оружие для убийства врагов."
perkAutomaticWeaponsName,progression,Perk,New,"Автоматическое оружие"
perkAutomaticWeaponsRank1Desc,progression,Perk,New,"Скорострельность автоматического оружия увеличена на 15%. Перезарядка на 10% быстрее."
perkAutomaticWeaponsRank2Desc,progression,Perk,New,"Скорострельность автоматического оружия увеличена на 20%. Перезарядка на 15% быстрее."
perkAutomaticWeaponsRank3Desc,progression,Perk,New,"Скорострельность автоматического оружия увеличена на 25%. Перезарядка на 20% быстрее. Адреналин бойца: Каждое попадание из автоматического оружия восстанавливает 5 выносливости."
perkAutomaticWeaponsRank4Desc,progression,Perk,New,"Скорострельность автоматического оружия увеличена на 30%. Перезарядка на 25% быстрее. Адреналин бойца: Каждое попадание из автоматического оружия восстанавливает 7 выносливости."
perkAutomaticWeaponsRank5Desc,progression,Perk,New,"Скорострельность автоматического оружия увеличена на 35%. Перезарядка на 30% быстрее. Адреналин бойца: Каждое попадание из автоматического оружия восстанавливает 10 выносливости."
perkBetterBarterDesc,progression,Perk,New,"Специализируйтесь на убеждении торговцев, чтобы те предлагали более выгодные предложения и показывали больше предметов их заначек."
perkBetterBarterName,progression,Perk,New,"Выгодная сделка"
perkBetterBarterRank1Desc,progression,Perk,New,"Сделка на 15% выгоднее при покупке и продаже предметов."
perkBetterBarterRank2Desc,progression,Perk,New,"Сделка на 25% выгоднее при покупке и продаже предметов. Торговцы продают более качественные и редкие предметы."
perkBetterBarterRank3Desc,progression,Perk,New,"Сделка на 35% выгоднее при покупке и продаже предметов. У торговцев появляется более хорошие предметы."
perkBetterBarterRank4Desc,progression,Perk,New,"Сделка на 45% выгоднее при покупке и продаже предметов. У торговцев в заначке появляются ещё лучше предметы."
perkBetterBarterRank5Desc,progression,Perk,New,"Сделка на 60% выгоднее при покупке и продаже предметов. У торговцев в заначке наилучший ассортимент."
perkBlacksmithDesc,progression,Perk,New,"Специализируйтесь на изготовлении оружия и брони по-старинке: из кожи."
perkBlacksmithName,progression,Perk,New,"Молот и наковальня"
perkChargingBullDesc,progression,Perk,New,"Специализируйтесь на рвении в бой головой вперёд, расталкивая врагов и ломая кости по пути."
perkChargingBullName,progression,Perk,New,"Разъярённый бык"
perkCharismaticNatureDesc,progression,Perk,New,"Используйте свой харизматичный характер, чтобы вдохновлять союзников."
perkCharismaticNatureName,progression,Perk,New,"Харизматичная натура"
perkCharismaticNatureRank1Desc,progression,Perk,New,"Вы можете сделать это! Союзники поблизости получают +1 к стойкости и выносливости."
perkCharismaticNatureRank2Desc,progression,Perk,New,"Командная работа. Урон блоку и существам увеличен, когда рядом есть союзники."
perkCharismaticNatureRank3Desc,progression,Perk,New,"Сегодня ты не умрёшь. Находящиеся рядом истекающие кровью будут терять здоровье вдвое медленнее."
perkCharismaticNatureRank4Desc,progression,Perk,New,"Настоящий лидер. Союзники настолько очарованы вами, что получают +2 к стойкости и выносливости рядом с вами."
perkCharismaticNatureRank5Desc,progression,Perk,New,"Шёпот людей. Негативные эффекты находящихся рядом с вами союзников снижены вдвое."
perkCraftingDesc,progression,Perk,New,"Специализируйтесь на ремесленном искусстве, быстро сколачивая то, что вам нужно и когда вам это нужно."
perkCraftingName,progression,Perk,New,"Сделай сам"
perkDaringAdventurerDesc,progression,Perk,New,"Будьте смелее во время путешествия! Получайте лучшую награду за выполнение заданий."
perkDaringAdventurerName,progression,Perk,New,"Отважный путешественник"
perkDaringAdventurerRank1Desc,progression,Perk,New,"Получите дополнительный вариант награды за задание."
perkDaringAdventurerRank2Desc,progression,Perk,New,"Получите два дополнительных варианта награды за задание."
perkDaringAdventurerRank3Desc,progression,Perk,New,"Получите три дополнительных варианта награды за задание."
perkDaringAdventurerRank4Desc,progression,Perk,New,"Получите дополнительные жетоны за выполнение заданий."
perkDaringAdventurerRank5Desc,progression,Perk,New,"Теперь вы можете выбрать две награды за задание."
perkDeadEyeDesc,progression,Perk,New,"Специализируйтесь на прицеливании из винтовок и уничтожении цели с помощью быстрой оценки траектории пули. Один выстрел, одно убийство."
perkDeadEyeName,progression,Perk,New,"Орлиный глаз"
perkDeadEyeRank1Desc,progression,Perk,New,"Прицеливание из винтовок на 10% быстрее. Перезарядка на 10% быстрее."
perkDeadEyeRank2Desc,progression,Perk,New,"Прицеливание из винтовок на 20% быстрее. Перезарядка на 15% быстрее."
perkDeadEyeRank3Desc,progression,Perk,New,"Прицеливание из винтовок на 30% быстрее. Перезарядка на 20% быстрее. Затраты выносливости на прицеливание снижены на 10%. Серия убийств. Последовательные убийства одним выстрелом увеличивают дополнительный урон на 10%, 20%, максимум до 30%."
perkDeadEyeRank4Desc,progression,Perk,New,"Прицеливание из винтовок на 40% быстрее. Перезарядка на 25% быстрее. Затраты выносливости на прицеливание снижены на 20%. Серия убийств. Последовательные убийства одним выстрелом увеличивают дополнительный урон на 20%, 30%, максимум до 50%."
perkDeadEyeRank5Desc,progression,Perk,New,"Прицеливание из винтовок на 50% быстрее. Перезарядка на 30% быстрее. Затраты выносливости на прицеливание снижены на 30%. Серия убийств. Последовательные убийства одним выстрелом увеличивают дополнительный урон на 30%, 40%, максимум до 50%."
perkDeepCutsDesc,progression,Perk,New,"Специализируйтесь на использовании холодного оружия, чтобы обескровить своих врагов."
perkDeepCutsName,progression,Perk,New,"Глубокие порезы"
perkDeepCutsRank1Desc,progression,Perk,New,"Шанс вызвать корове течение на 20% больше."
perkDeepCutsRank2Desc,progression,Perk,New,"Шанс вызвать корове течение на 30% больше."
perkDeepCutsRank3Desc,progression,Perk,New,"Шанс вызвать корове течение на 40% больше.\n20% шанс вызвать кровотечение мощной атакой у соседних врагов.\n5% шанс обезглавить мощной атакой."
perkDeepCutsRank4Desc,progression,Perk,New,"Шанс вызвать корове течение на 60% больше.\n40% шанс вызвать кровотечение мощной атакой у соседних врагов.\n10% шанс обезглавить мощной атакой."
perkDeepCutsRank5Desc,progression,Perk,New,"Шанс вызвать корове течение на 100% больше.\n60% шанс вызвать кровотечение мощной атакой у соседних врагов.\n15% шанс обезглавить мощной атакой."
perkDrunkenMasterDesc,progression,Perk,New,"Специализируйтесь на том, чтобы становиться мастером боевых искусств при употреблении алкоголя, увеличивая выносливость, силу и сопротивление урону."
perkDrunkenMasterName,progression,Perk,New,"Пьяный мастер"
perkEngineerDesc,progression,Perk,New,"Специализируйтесь на превращении вашего ветхого маленького форпоста в настоящую оперативную базу, оснащённую рабочими станциями, электричеством и автоматическими ловушками."
perkEngineerName,progression,Perk,New,"Продвинутая инженерия"
perkExplosiveWeaponsDesc,progression,Perk,New,"Специализируйтесь на разрывном оружии, чтобы оглушать, калечить и расчленять врагов."
perkExplosiveWeaponsName,progression,Perk,New,"Разрывное оружие"
perkExplosiveWeaponsRank1Desc,progression,Perk,New,"Скорость перезарядки увеличена на 15%.\nПрицеливание быстрее на 10%.\n50% шанс оглушить врагов."
perkExplosiveWeaponsRank2Desc,progression,Perk,New,"Скорость перезарядки увеличена на 20%.\nПрицеливание быстрее на 20%.\n100% шанс оглушить врагов."
perkExplosiveWeaponsRank3Desc,progression,Perk,New,"Скорость перезарядки увеличена на 25%.\nПрицеливание быстрее на 30%.\n75% шанс покалечить врагов."
perkExplosiveWeaponsRank4Desc,progression,Perk,New,"Скорость перезарядки увеличена на 30%.\nПрицеливание быстрее на 40%.\n50% шанс расчленить."
perkExplosiveWeaponsRank5Desc,progression,Perk,New,"Скорость перезарядки увеличена на 35%.\nПрицеливание быстрее на 50%.\n100% шанс расчленить."
perkFieldMedicDesc,progression,Perk,New,"Специализируйтесь на быстром лечении различных порезов, синяков и ран, которые вы получаете, пытаясь отбиться от орды нежити."
perkFieldMedicName,progression,Perk,New,"Полевой медик"
perkFlurryOfBlowsDesc,progression,Perk,New,"Специализируйтесь на лёгком оружии и выбивайте всё из своих врагов яростным шквалом быстрых ударов."
perkFlurryOfBlowsName,progression,Perk,New,"Шквал ударов"
perkFlurryOfBlowsRank1Desc,progression,Perk,New,"Скорость атаки оружия ближнего боя увеличена на 5%."
perkFlurryOfBlowsRank2Desc,progression,Perk,New,"Скорость атаки оружия ближнего боя увеличена на 10%."
perkFlurryOfBlowsRank3Desc,progression,Perk,New,"Скорость атаки оружия ближнего боя увеличена на 15%. Критический урон: Из 5 ударов за короткое время последний нанесёт 100% дополнительного урона."
perkFlurryOfBlowsRank4Desc,progression,Perk,New,"Скорость атаки оружия ближнего боя увеличена на 20%. Критический урон: Из 4 ударов за короткое время последний нанесёт 100% дополнительного урона."
perkFlurryOfBlowsRank5Desc,progression,Perk,New,"Скорость атаки оружия ближнего боя увеличена на 25%. Критический урон: Из 3 ударов за короткое время последний нанесёт 100% дополнительного урона."
perkFromTheShadowsDesc,progression,Perk,New,"Специализируйтесь на слиянии с темнотой, чтобы полностью исчезнуть даже в небольшой тени."
perkFromTheShadowsName,progression,Perk,New,"Теневой"
perkFromTheShadowsRank1Desc,progression,Perk,New,"Прячьтесь в тени на 15% эффективнее."
perkFromTheShadowsRank2Desc,progression,Perk,New,"Прячьтесь в тени на 30% эффективнее."
perkFromTheShadowsRank3Desc,progression,Perk,New,"Прячьтесь в тени на 45% эффективнее.\nШум от действий в скрытности тише на 40%."
perkFromTheShadowsRank4Desc,progression,Perk,New,"Прячьтесь в тени на 60% эффективнее.\nШум от действий в скрытности тише на 70%."
perkFromTheShadowsRank5Desc,progression,Perk,New,"Прячьтесь в тени на 75% эффективнее.\nВы полностью бесшумны в скрытности."
perkFullyHydrated,progression,Perk,New,"Полностью увлажнённый"
perkFullyHydratedDesc,progression,Perk,New,"Специализируйтесь на выживании в самых сухих, суровых условиях, следя за тем, чтобы каждая последняя капля воды не пропала даром."
perkFullyHydratedRank1Desc,progression,Perk,New,"Обезвоживание на 10% медленнее.\nНа 20% больше воды с напитков."
perkFullyHydratedRank2Desc,progression,Perk,New,"Обезвоживание на 20% медленнее.\nНа 40% больше воды с напитков."
perkFullyHydratedRank3Desc,progression,Perk,New,"Обезвоживание на 30% медленнее.\nНа 60% больше воды с напитков."
perkFullyHydratedRank4Desc,progression,Perk,New,"Обезвоживание на 40% медленнее.\nНа 80% больше воды с напитков. "
perkFullyHydratedRank5Desc,progression,Perk,New,"Обезвоживание на 50% медленнее.\nНа 100% больше воды с напитков."
perkGreaseMonkeyDesc,progression,Perk,New,"Научитесь собирать транспортные средства и моторизованные инструменты из мусора в пустоши!"
perkGreaseMonkeyName,progression,Perk,New,"Механик"
perkGreaseMonkeyRank1Desc,progression,Perk,New,"Вы можете создавать велосипед."
perkGreaseMonkeyRank2Desc,progression,Perk,New,"Вы можете создавать мопед."
perkGreaseMonkeyRank3Desc,progression,Perk,New,"Вы можете создавать мотоцикл."
perkGreaseMonkeyRank4Desc,progression,Perk,New,"Вы можете создавать джип 4x4 и моторизованные инструменты."
perkGreaseMonkeyRank5Desc,progression,Perk,New,"Вы можете создавать автожир."
perkGunslingerDesc,progression,Perk,New,"Решайте свои вопросы по-старинке и станьте настоящим стрелком в апокалипсисе."
perkGunslingerName,progression,Perk,New,"Стрелок"
perkGunslingerRank1Desc,progression,Perk,New,"Скорострельность пистолетов увеличена на 15%. Перезарядка на 10% быстрее."
perkGunslingerRank2Desc,progression,Perk,New,"Скорострельность пистолетов увеличена на 20%. Перезарядка на 15% быстрее."
perkGunslingerRank3Desc,progression,Perk,New,"Скорострельность пистолетов увеличена на 30%. Перезарядка на 25% быстрее. Критический урон: Из 5 выстрелов за короткое время последний нанесёт критический урон."
perkGunslingerRank4Desc,progression,Perk,New,"Скорострельность пистолетов увеличена на 35%. Перезарядка на 30% быстрее. Критический урон: Из 4 выстрелов за короткое время последний нанесёт 100% дополнительного урона."
perkGunslingerRank5Desc,progression,Perk,New,"Скорострельность пистолетов увеличена на 40%. Перезарядка на 35% быстрее. Критический урон: Из 3 выстрелов за короткое время последний нанесёт 100% дополнительного урона."
perkGunsmithDesc,progression,Perk,New,"Специализируйтесь на тонкостях изготовления и обслуживания огнестрельного оружия и боеприпасов."
perkGunsmithName,progression,Perk,New,"Специалист по оружию"
perkHammerForgeDesc,progression,Perk,New,"Используйте кузницы и рабочие станции для создания лучшего оружия и брони."
perkHammerForgeName,progression,Perk,New,"Молот и наковальня"
perkHammerForgeRank1Desc,progression,Perk,New,"Вы можете создавать кузницу, железные инструменты и оружие."
perkHammerForgeRank2Desc,progression,Perk,New,"Вы можете создавать кожаную и железную броню."
perkHammerForgeRank3Desc,progression,Perk,New,"Сталевар! Вы можете создавать стальные инструменты."
perkHammerForgeRank4Desc,progression,Perk,New,"Вы можете создавать военное снаряжение и стальную броню."
perkHammerForgeRank5Desc,progression,Perk,New,"
perkHammerGreaseMonkeyRank1Desc,progression,Perk,New,"Вы можете создавать велосипед."
perkHammerGreaseMonkeyRank2Desc,progression,Perk,New,"Вы можете создавать мопед."
perkHammerGreaseMonkeyRank3Desc,progression,Perk,New,"Вы можете создавать мотоцикл."
perkHammerGreaseMonkeyRank4Desc,progression,Perk,New,"Вы можете создавать джип 4x4."
perkHammerGreaseMonkeyRank5Desc,progression,,,"Вы можете создавать автожир."
perkHandcraftDesc,progression,Perk,New,"Специализируйтесь на изготовлении и обслуживании предметов и снаряжения в полевых условиях, используя только свои две руки."
perkHandcraftName,progression,Perk,New,"
perkHeadshotDesc,progression,Perk,New,"Специализируйтесь на вскрытии черепов своих врагов, будто это дыни, да, именно дыни."
perkHeadshotName,progression,Perk,New,"Один выстрел - один труп!"
perkHeadshotRank1Desc,progression,Perk,New,"Урон от попадания в голову увеличен на 25%."
perkHeadshotRank2Desc,progression,Perk,New,"Урон от попадания в голову увеличен на 50%."
perkHeadshotRank3Desc,progression,Perk,New,"Урон от попадания в голову увеличен на 75%.\n+5% шанс взорвать голову при попадании."
perkHeadshotRank4Desc,progression,Perk,New,"Урон от попадания в голову увеличен на 100%.\n+10% шанс взорвать голову при попадании."
perkHeadshotRank5Desc,progression,Perk,New,"Урон от попадания в голову увеличен на 150%.\n+15% шанс взорвать голову при попадании."
perkHealingFactor,progression,Perk,New,"Лечебный фактор"
perkHealingFactorDesc,progression,Perk,New,"Специализируйтесь в повышении темпов естественного исцеления."
perkHealingFactorRank1Desc,progression,Perk,New,"Получайте 1 очко здоровья каждые 30 секунд от естественного исцеления."
perkHealingFactorRank2Desc,progression,Perk,New,"Получайте 1 очко здоровья каждые 15 секунд от естественного исцеления."
perkHealingFactorRank3Desc,progression,Perk,New,"Получайте 1 очко здоровья каждые 10 секунд от естественного исцеления.\nПолучайте 1 максимального здоровья каждые 40 секунд."
perkHealingFactorRank4Desc,progression,Perk,New,"Получайте 1 очко здоровья каждые 5 секунд от естественного исцеления.\nПолучайте 1 максимального здоровья каждые 20 секунд."
perkHealingFactorRank5Desc,progression,Perk,New,"Получайте 1 очко здоровья каждые 2 секунды от естественного исцеления.\nПолучайте 1 максимального здоровья каждые 10 секунд."
perkHealthRegenDesc,progression,Perk,New,"Специализируйтесь на оптимизации естественной способности своего тела восстанавливать здоровье."
perkHeavyArmorDesc,progression,Perk,New,"Специализируйтесь на защите себя железом и сталью, становясь несокрушимым бегемотом на поле боя."
perkHeavyArmorName,progression,Perk,New,"Тяжёлая броня"
perkHeavyArmorRank1Desc,progression,Perk,New,"Показатель защиты тяжёлой брони увеличен на 10%.\nПрочнсоть брони увеличена на 20%."
perkHeavyArmorRank2Desc,progression,Perk,New,"Показатель защиты тяжёлой брони увеличен на 20%.\nПрочнсоть брони увеличена на 40%."
perkHeavyArmorRank3Desc,progression,Perk,New,"Показатель защиты тяжёлой брони увеличен на 30%.\nПрочнсоть брони увеличена на 60%."
perkHeavyArmorRank4Desc,progression,Perk,New,"Показатель защиты тяжёлой брони увеличен на 40%.\nПрочнсоть брони увеличена на 80%."
perkHeavyArmorRank5Desc,progression,Perk,New,"Показатель защиты тяжёлой брони увеличен на 50%.\nПрочнсоть брони увеличена на 100%."
perkHeavyHitter,progression,Perk,New,"Тяжеловес"
perkHeavyHitterDesc,progression,Perk,New,"
perkHeavyHitterRank1Desc,progression,Perk,New,"
perkHeavyHitterRank2Desc,progression,Perk,New,"
perkHeavyHitterRank3Desc,progression,Perk,New,"Специ"
perkHeavyHitterRank4Desc,progression,Perk,New,"
perkHeavyHitterRank5Desc,progression,Perk,New,"
perkHeavyMetalDesc,progression,Perk,New,"Специализируйтесь на уничтожении врагов тяжёлым оружием, как кувалды."
perkHeavyMetalName,progression,Perk,New,"Тяжёлый металл"
perkHeavyMetalRank1Desc,progression,Perk,New,"Вы имеете 20% шанс повалить врага тяжёлым оружием."
perkHeavyMetalRank2Desc,progression,Perk,New,"Вы имеете 30% шанс повалить врага тяжёлым оружием."
perkHeavyMetalRank3Desc,progression,Perk,New,"Вы имеете 40% шанс повалить врага тяжёлым оружием, 20% шанс повалить соседних врагов."
perkHeavyMetalRank4Desc,progression,Perk,New,"Вы имеете 60% шанс повалить врага тяжёлым оружием, 40% шанс повалить соседних врагов."
perkHeavyMetalRank5Desc,progression,Perk,New,"Вы имеете 100% шанс повалить врага тяжёлым оружием, 60% шанс повалить соседних врагов."
perkHiddenStrikeDesc,progression,Perk,New,"Специализируйтесь на незнающих о вас врагов, заставая их врасплох: наносите удары до того, как они подумают о защите."			
perkHiddenStrikeName,progression,Perk,New,"Скрытый удар"
perkHiddenStrikeRank1Desc,progression,Perk,New,"Скрытые атаки наносят 50% дополнительного урона."
perkHiddenStrikeRank2Desc,progression,Perk,New,"Скрытые атаки наносят 75% дополнительного урона."
perkHiddenStrikeRank3Desc,progression,Perk,New,"Скрытые атаки наносят 100% дополнительного урона."
perkHiddenStrikeRank4Desc,progression,Perk,New,"Скрытые атаки наносят 150% дополнительного урона."
perkHiddenStrikeRank5Desc,progression,Perk,New,"Скрытые атаки наносят 200% дополнительного урона."
perkIntrinsicImmunityDesc,progression,Perk,New,"Специализируйтесь на борьбе с множеством паразитов, готовых уничтожить вас изнутри."
perkIntrinsicImmunityName,progression,Perk,New,"Врождённый иммунитет"
perkIntrinsicImmunityRank1Desc,progression,Perk,New,"Устойчивость к болезням увеличена на 10%."
perkIntrinsicImmunityRank2Desc,progression,Perk,New,"Устойчивость к болезням увеличена на 20%."
perkIntrinsicImmunityRank3Desc,progression,Perk,New,"Устойчивость к болезням увеличена на 35%. Каждую минуту у вас есть 2% шанс избавиться от болезни."
perkIntrinsicImmunityRank4Desc,progression,Perk,New,"Устойчивость к болезням увеличена на 50%. Каждую минуту у вас есть 2% шанс избавиться от болезни."
perkIntrinsicImmunityRank5Desc,progression,Perk,New,"Устойчивость к болезням увеличена на 80%. Каждую минуту у вас есть 10% шанс избавиться от болезни."
perkLightArmorDesc,progression,Perk,New,"Специализируйтесь на лёгкой броне, чтобы повысить показатель брони и прочность брони."
perkLightArmorName,progression,Perk,New,"Лёгкая броня"
perkLightArmorRank1Desc,progression,Perk,New,"Показатель защиты лёгкой брони увеличен на 10%.\nПрочнсоть брони увеличена на 20%."
perkLightArmorRank2Desc,progression,Perk,New,"Показатель защиты лёгкой брони увеличен на 20%.\nПрочнсоть брони увеличена на 40%."
perkLightArmorRank3Desc,progression,Perk,New,"Показатель защиты лёгкой брони увеличен на 30%.\nПрочнсоть брони увеличена на 60%."
perkLightArmorRank4Desc,progression,Perk,New,"Показатель защиты лёгкой брони увеличен на 40%.\nПрочнсоть брони увеличена на 80%."
perkLightArmorRank5Desc,progression,Perk,New,"Показатель защиты лёгкой брони увеличен на 50%.\nПрочнсоть брони увеличена на 100%."
perkLightStealthDesc,progression,Perk,New,"Специализируйтесь на незаметности: оставайтесь незамеченным даже при ярком свете дня."			
perkLightStealthName,progression,Perk,New,"Ниже травы, тише воды"
perkLivingOffTheLandDesc,progression,Perk,New,"Специализируйтесь на сборе большего урожая руками или мотыгой."
perkLivingOffTheLandName,progression,Perk,New,"Житель земли"
perkLivingOffTheLandRank1Desc,progression,Perk,New,"Вы можете извлекать семена из культур."
perkLivingOffTheLandRank2Desc,progression,Perk,New,"Собирается 2 предмета с посаженной культуры."
perkLivingOffTheLandRank3Desc,progression,Perk,New,"Собирается 3 предмета с посаженной культуры."
perkLivingOffTheLandRank4Desc,progression,Perk,New,"Собирается 4 предмета с посаженной культуры.\nВы можете создавать модифицированные семена."
perkLivingOffTheLandRank5Desc,progression,Perk,New,"Собирается 5 предмета с посаженной культуры."
perkLongShotDesc,progression,Perk,New,"Специализируйтесь на настройке снаряжения для поражения целей на самый дальних дистанциях. Они никогда не предвидят этого."
perkLongShotName,progression,Perk,New,"Длинный выстрел"
perkLuckyLooterDesc,progression,Perk,New,"Специализируйтесь на выслеживании залежей и, возможно, вы получите немного больше за ваши старания."
perkLuckyLooterName,progression,Perk,New,"Везучий добытчик"
perkLuckyLooterRank1Desc,progression,Perk,New,"Поиск добычи на 10% быстрее.\nРадиус нахождения зарытого сокровища сужен до 7 метров."
perkLuckyLooterRank2Desc,progression,Perk,New,"Поиск добычи на 20% быстрее.\nРадиус нахождения зарытого сокровища сужен до 6 метров."
perkLuckyLooterRank3Desc,progression,Perk,New,"Поиск добычи на 40% быстрее. Вы можете найти добычу лучше.\nРадиус нахождения зарытого сокровища сужен до 5 метров."
perkLuckyLooterRank4Desc,progression,Perk,New,"Поиск добычи на 60% быстрее. Вы можете найти добычу ещё лучше.\nРадиус нахождения зарытого сокровища сужен до 4 метров."
perkLuckyLooterRank5Desc,progression,Perk,New,"Поиск добычи на 80% быстрее. Вы можете найти лучшую добычу.\nРадиус нахождения зарытого сокровища сужен до 3 метров."
perkMasterChefDesc,progression,Perk,New,"Готовьте более насыщенные блюда с дополнительными эффектами."
perkMasterChefName,progression,Perk,New,"Шеф-повар"
perkMasterChefRank1Desc,progression,Perk,New,"Базовая кулинария. Открывает варёную и жареную еду."
perkMasterChefRank2Desc,progression,Perk,New,"Блюда по-королевски: вы можете готовить более\nсытные рецепты, которые насытят на целый день."
perkMasterChefRank3Desc,progression,Perk,New,"Секретные рецепты МакДивера для выживания. Узнайте, как приготовить грибную похлёбку и другие удивительные блюда из обычных ингредиентов."
perkMasterChefRank4Desc,progression,Perk,New,"Оздоровительный рацион. Готовьте еду, которая защитит\nвас от стихий и поможет справиться с болезнями!"
perkMasterChefRank5Desc,progression,Perk,New,"Обалденные дедушкины рецепты. Узнайте секретные\nрецепты, которые улучшат ваши характеристики и атрибуты!"
perkMechanicDesc,progression,Perk,New,"Специализируйтесь на создании, модификации и обслуживании механических способов передвижения."
perkMechanicName,progression,Perk,New,"Механик"
perkMiner69rDesc,progression,Perk,New,"Специализируйтесь на максимизации ваших усилий по добыче, получая больше ресурсов из каждой породы, дерева и кучи грязи, которую вскапываете."
perkMiner69rName,progression,Perk,New,"Шахтёр-метеор"
perkMiner69rRank1Desc,progression,Perk,New,"Урон блоку от мощной атаки увеличен на 20%."
perkMiner69rRank2Desc,progression,Perk,New,"Урон блоку от мощной атаки увеличен на 40%."
perkMiner69rRank3Desc,progression,Perk,New,"Урон блоку от мощной атаки увеличен на 60%."
perkMiner69rRank4Desc,progression,Perk,New,"Урон блоку от мощной атаки увеличен на 80%."
perkMiner69rRank5Desc,progression,Perk,New,"Урон блоку от мощной атаки увеличен на 100%."
perkMotherLodeDesc,progression,Perk,New,"Собирайте больше ресурсов и притащите домой золотую жилу."
perkMotherLodeName,progression,Perk,New,"Залежь"
perkMotherLodeRank1Desc,progression,Perk,New,"Добывайте на 20% больше из рудных, каменных, земельных жил и деревьев."
perkMotherLodeRank2Desc,progression,Perk,New,"Добывайте на 40% больше из рудных, каменных, земельных жил и деревьев."
perkMotherLodeRank3Desc,progression,Perk,New,"Добывайте на 60% больше из рудных, каменных, земельных жил и деревьев."
perkMotherLodeRank4Desc,progression,Perk,New,"Добывайте на 80% больше из рудных, каменных, земельных жил и деревьев."
perkMotherLodeRank5Desc,progression,Perk,New,"Добывайте на 100% больше из рудных, каменных, земельных жил и деревьев."
perkMotivatorDesc,progression,Perk,New,"Специализируйтесь на поддержке союзников, увеличивая их способности, выходящие за их нормальные пределы."
perkMotivatorName,progression,Perk,New,"Мотивационный оратор"
perkNaturalistDesc,progression,Perk,New,"Специализируйтесь на связи с естественным миром, собирая больше ресурсов с растений, создавая природные лечебные средства и даже становясь дружелюбным с животными."
perkNaturalistName,progression,Perk,New,"Наедине с природой"
perkNinjaMovementDesc,progression,Perk,New,"Специализируйтесь на невидимом и беззвучном движении, увеличивая скорость и тишину в скрытности."
perkNinjaMovementName,progression,Perk,New,"Ниндзя"
perkNinjaMovementRank1Desc,progression,Perk,New,"Скорость передвижения в скрытности увеличена на 10%.\nПолучайте 20% сопротивление урону при беге."
perkNinjaMovementRank2Desc,progression,Perk,New,"Скорость передвижения в скрытности увеличена на 15%.\nПолучайте 25% сопротивление урону при беге."
perkNinjaMovementRank3Desc,progression,Perk,New,"Скорость передвижения в скрытности увеличена на 20%.\nПолучайте 30% сопротивление урону при беге."
perkNinjaMovementRank4Desc,progression,Perk,New,"Скорость передвижения в скрытности увеличена на 25%.\nПолучайте 40% сопротивление урону при беге."
perkNinjaMovementRank5Desc,progression,Perk,New,"Скорость передвижения в скрытности увеличена на 30%.\nПолучайте 50% сопротивление урону при беге."
perkOlympicSwimmerDesc,progression,Perk,New,"Специализируйтесь на том, чтобы чувствовать себя как рыба в воде: двигайтесь через неё более стремительно и оставайтесь под водой дольше."			
perkOlympicSwimmerName,progression,Perk,New,"Олимпийский пловец"
perkOlympicSwimmerRank1Desc,progression,Perk,New,"Скорость плавания увеличена на 10%.\nВремя задержки дыхания увеличено на 20%."
perkOlympicSwimmerRank2Desc,progression,Perk,New,"Скорость плавания увеличена на 15%.\nВремя задержки дыхания увеличено на 40%."
perkOlympicSwimmerRank3Desc,progression,Perk,New,"Скорость плавания увеличена на 20%.\nВремя задержки дыхания увеличено на 60%."
perkOlympicSwimmerRank4Desc,progression,Perk,New,"Скорость плавания увеличена на 25%.\nВремя задержки дыхания увеличено на 80%."
perkOlympicSwimmerRank5Desc,progression,Perk,New,"Скорость плавания увеличена на 30%.\nВремя задержки дыхания увеличено вдвое."
perkPackMuleDesc,progression,Perk,New,"Вы вьючный мул и можете нести больше предметов без штрафов на скорость передвижения."
perkPackMuleName,progression,Perk,New,"Вьючный мул"
perkPackMuleRank1Desc,progression,Perk,New,"Переносите дополнительно четыре предмета без перегруза."
perkPackMuleRank2Desc,progression,Perk,New,"Переносите дополнительно пять предметов без перегруза."
perkPackMuleRank3Desc,progression,Perk,New,"Переносите дополнительно шесть предметов без перегруза."
perkPackMuleRank4Desc,progression,Perk,New,"Переносите дополнительно шесть предметов без перегруза."
perkPackMuleRank5Desc,progression,Perk,New,"Переносите дополнительно шесть предметов без перегруза."
perkPainTolerance,progression,Perk,New,"Терпимость боли"
perkPainToleranceDesc,progression,Perk,New,"Специализируйтесь на уклонении от ударов, боритесь через боль до конца, когда у других уже нет на это сил."
perkPainToleranceRank1Desc,progression,Perk,New,"Потеря здоровья снижена на 5%.\nНа 20% меньше шанс быть оглушённым."
perkPainToleranceRank2Desc,progression,Perk,New,"Потеря здоровья снижена на 10%.\nНа 40% меньше шанс быть оглушённым."
perkPainToleranceRank3Desc,progression,Perk,New,"Потеря здоровья снижена на 15%.\nНа 60% меньше шанс быть оглушённым."
perkPainToleranceRank4Desc,progression,Perk,New,"Потеря здоровья снижена на 20%.\nНа 80% меньше шанс быть оглушённым."
