Key,Source,Context,Changes,English
mmLblNoValidWorlds,,Console Main Menu New Game,KgNone,"There are no valid worlds for the selected Game Mode."
mmLblNotImple,,Main Menu Character Creation,KgNone,"NOT IMPLEMENTED"
mmLblOk,,Main Menu Character Creation,KgNone,"OK"
mmLblPressStart,,Console Main Menu,KgNone,"PRESS {0}"
mmLblProfileCorruptDelete,,Console Main Menu,KgNone,"Your user settings have been corrupted and will be deleted. Your user settings will be reset to the defaults."
mmLblProfileLoadErrorRetry,,Console Main Menu,KgNone,"An error occurred while loading your user settings. Would you like to retry?"
mmLblProfileLoadErrorRetryXB1,,Console Main Menu,KgNone,"An error occurred while loading your profile settings. Would you like to retry?"
mmLblProfileName,,Main Menu Character Creation,KgNone,"CHARACTER NAME"
mmLblProfileSaveErrorRetry,,Console Main Menu,KgNone,"An error occurred while saving your user settings. Would you like to retry?"
mmLblProfileSaveErrorRetryXB1,,Console Main Menu,KgNone,"An error occurred while saving your profile settings. Would you like to retry?"
mmLblQuickGameMatch,,Console Main Menu Join Game,KgNone,"SETTINGS MATCHED... CONTACTING SERVER..."
mmLblQuickMatch,,Main Menu Invite join popup title,KgNone,"LOOKING FOR MULTIPLAYER GAME"
mmLblQuickMatchBody,,Main Menu Invite join popup body,KgNone,"Searching for game..."
mmLblRandomGen,,Console Main Menu New Game,KgNone,"RANDOM GEN"
mmLblRulesets,,Console Main Menu,KgNone,"RULESETS"
mmLblRwgSeedErrorWorldExists,UI,XUi Continue Game,New,"The specified random world already exists."
mmLblScreenBoundsText,,Console Main Menu Screen Bounds Options,KgNone,"USE {0} TO MOVE THE ARROWS SO THEY TOUCH THE CORNERS OF YOUR SCREEN BUT REMAIN VISIBLE."
mmLblScreenBoundsTitle,,Console Main Menu Screen Bounds Options,KgNone,"SET SCREEN BOUNDS"
mmLblSearching,,Console Main Menu Join Game,KgNone,"SEARCHING..."
mmLblSouthpaw,,Main Menu Player Options,KgNone,"SOUTHPAW"
mmLblVerifyNamePopupText,,Main Menu Name Entry,KgNone,"VERIFY THE NAME YOU ENTERED IS CORRECT."
mmLblVerifyNamePopupTitle,,MainMenu Name Entry,KgNone,"VERIFY NAME"
mmLblWorldCorruptDelete,,Console Main Menu,KgNone,"Your world data has been corrupted and will be deleted."
mmLblWorldError,,Console Main Menu New Game,KgNone,"INVALID WORLD"
mmLblWorldErrorInvalidWorld,,Console Main Menu New Game,KgNone,"The selected Game World is not valid for the selected Game Mode."
mmLblWorldErrorLimitReached,,Console Main Menu New Game,KgNone,"The maximum number of worlds has been reached."
mmLblWorldLoadError,,Console Main Menu,KgNone,"An error occurred while loading your world data."
mmLblWorldLoadErrorRetry,,Console Main Menu,KgNone,"An error occurred while loading your world data. Would you like to retry?"
mmLblWorldSaveErrorRetry,,Console Main Menu,KgNone,"An error occurred while saving your world data. Would you like to retry?"
mmLblWorldsCorruptRestoreText,,Console Main Menu,KgNone,"Your world data has been corrupted, would you like to attempt a restore from backup?"
mmLblWorldsCorruptRestoreTitle,,Console Main Menu,KgNone,"Corrupt Data Restore"
mmLblWorldsGroupCorruptDelete,,Console Main Menu,KgNone,"One or more of your world data has been corrupted and will be deleted."
mmLblWorldsGroupLoadErrorRetry,,Console Main Menu,KgNone,"An error occurred while loading one or more of your world data. Would you like to retry?"
mmLegSeparation,,Main Menu Character Creation,KgNone,"LEG SEPARATION"
mmLegsSize,,Main Menu Character Creation,KgNone,"LEG SIZE"
mmLipsSize,,Main Menu Character Creation,KgNone,"LIP SIZE"
mmLoadingTip0,,Loading Screen Tooltip 0,KgNone,"Drink directly from water sources using the Secondary Action while wielding your fists."
mmLoadingTip0_button,,Loading Screen Tooltip 0,KgNone,"Drink directly from water sources using the Secondary Action {0} while wielding your fists."
mmLoadingTip1,,Loading Screen Tooltip 1,KgNone,"Careful! Some water sources may be contaminated, and pose a health risk."
mmLoadingTip10,,Loading Screen Tooltip 10,KgNone,"Experiment with customizable settings and rulesets."
mmLoadingTip11,,Loading Screen Tooltip 11,KgNone,"To eat and drink, wield an item and use Secondary Action."
mmLoadingTip11_button,,Loading Screen Tooltip 11,KgNone,"To eat and drink, wield an item and use Secondary Action {0}."
mmLoadingTip12,,Loading Screen Tooltip 12,KgNone,"Enjoy split screen co-op by signing in a second player while in Single Player mode."
mmLoadingTip13,,Loading Screen Tooltip 13,KgNone,"To assemble Guns or Motorized Tools"
mmLoadingTip14,,Loading Screen Tooltip 14,KgNone,"Air Supply Drops can happen around mid-day. Listen for the airplane and follow the orange smoke to find the crate the plane drops. You can also find supply crates marked on your map if the mark air drops option is enabled."
mmLoadingTip15,,Loading Screen Tooltip 15,KgNone,"Use a Bone Shiv or Bladed Weapon to skin an animal and receive bonus resources. This is also true when using a wrench to break down cars or mechanical items. Use the best tool for the job and get bigger rewards."
mmLoadingTip16,,Loading Screen Tooltip 16,EnChanged,"Forges are used to smelt metals and resources used to craft more recipes. Recipes can only be crafted at the forge using the smelted resources not items from your inventory. Unlock even more recipes in the forge by adding an anvil, crucible or tool and die set."
mmLoadingTip2,,Loading Screen Tooltip 2,KgNone,"You can create a Stone Axe using Wood, Plant Fibers, and Small Stones."
mmLoadingTip3,,Loading Screen Tooltip 3,KgNone,"Wood may be used to create Wood Frames for building structures."
mmLoadingTip4,,Loading Screen Tooltip 4,KgNone,"Upgrading items uses extra materials from your Inventory."
mmLoadingTip5,,Loading Screen Tooltip 5,KgNone,"You can place waypoints on your Map to keep track of important locations."
mmLoadingTip6,,Loading Screen Tooltip 6,KgNone,"You can view Active Effects, Resistances, and detailed Stats in the Character menu."
mmLoadingTip7,,Loading Screen Tooltip 7,KgNone,"Craft a Forge to smelt metals and unlock new recipes."
mmLoadingTip8,,Loading Screen Tooltip 8,KgNone,"Crouching will enter Stealth mode and make you harder to see."
mmLoadingTip8_button,,Loading Screen Tooltip 8,KgNone,"Crouching {0} will enter Stealth mode and make you harder to see."
mmLoadingTip9,,Loading Screen Tooltip 9,KgNone,"Use the controller shortcuts to quickly Craft or Equip selected items in your Inventory."
mmLoadingTip9_button,,Loading Screen Tooltip 9,KgNone,"Use the controller shortcuts {0} to quickly Craft or Equip selected items in your Inventory."
mmLowCheekPosition,,Main Menu Character Creation,KgNone,"LOWER CHEEK POSITION"
mmLowCheekPronounced,,Main Menu Character Creation,KgNone,"LOWER CHEEK PRONOUNCED"
mmLowerMuscle,,Main Menu Character Creation,KgNone,"LOWER MUSCLE"
mmLowerWeight,,Main Menu Character Creation,KgNone,"LOWER WEIGHT"
mmMandibleSize,,Main Menu Character Creation,KgNone,"MANDIBLE SIZE"
mmMatchCreateFailed,,In-Game Match Creation Message,KgNone,"Match session creation failed. Retrying..."
mmMatchCreateSucceeded,,In-Game Match Creation Message,KgNone,"Match session created."
mmMohawk,,Main Menu Character Creation,KgNone,"MOHAWK"
mmMouthSize,,Main Menu Character Creation,KgNone,"MOUTH SIZE"
mmNavezganeSpDesc,,Description for SP Navezgane,KgNone,"Hand crafted campaign world and the last hope in the zombie apocalypse."
mmNeckThickness,,Main Menu Character Creation,KgNone,"NECK"
mmNone,,Main Menu Character Creation,KgNone,"NONE"
mmNoseCurve,,Main Menu Character Creation,KgNone,"NOSE CURVE"
mmNoseFlatten,,Main Menu Character Creation,KgNone,"NOSE FLATTEN"
mmNoseInclination,,Main Menu Character Creation,KgNone,"NOSE INCLINATION"
mmNosePosition,,Main Menu Character Creation,KgNone,"NOSE POSITION"
mmNosePronounced,,Main Menu Character Creation,KgNone,"NOSE PRONOUNCED"
mmNoseSize,,Main Menu Character Creation,KgNone,"NOSE SIZE"
mmNoseWidth,,Main Menu Character Creation,KgNone,"NOSE WIDTH"
mmOptionsTitleContGame,,Console Main Menu Game Options,KgNone,"CONTINUE GAME OPTIONS"
mmOptionsTitleNewGame,,Console Main Menu Game Options,KgNone,"NEW GAME OPTIONS"
mmRandomGenSPDesc,,Description for SP RandomGen,KgNone,"Randomly Generated Zombie Apocalypse World with a central city."
mmRegentMustache,,Main Menu Character Creation,KgNone,"REGENT MUSTACHE"
mmShaggyBeard,,Main Menu Character Creation,KgNone,"SHAGGY BEARD"
mmShaggyGoatee,,Main Menu Character Creation,KgNone,"SHAGGY GOATEE"
mmShaggyHair,,Main Menu Character Creation,KgNone,"SHAGGY HAIR"
mmSkinColor,,Main Menu Character Creation,KgNone,"SKIN COLOR"
mmSldAmbienceVolume,,Main Menu Player Options,KgNone,"AMBIENT SOUND VOLUME"
mmSldBackgroundOpacity,,Main Menu Player Options,KgNone,"UI BACKGROUND OPACITY"
mmSldForegroundOpacity,,Main Menu Player Options,KgNone,"UI FOREGROUND OPACITY"
mmSldGamma,,Main Menu Player Options,KgNone,"GAMMA"
mmSldInterfaceSensitivity,,Main Menu Player Options,KgNone,"INTERFACE SENSITIVITY"
mmSldLookSensitivity,,Main Menu Player Options,KgNone,"LOOK SENSITIVITY"
mmSldMusicVolume,,Main Menu Player Options,KgNone,"MUSIC VOLUME"
mmSldOverallVolume,,Main Menu Player Options,KgNone,"OVERALL SOUND VOLUME"
mmSpaniardGoatee,,Main Menu Character Creation,KgNone,"SPANIARD GOATEE"
mmTextName,,Main Menu Character Creation,KgNone,"NAME"
mmUpperMuscle,,Main Menu Character Creation,KgNone,"UPPER MUSCLE"
mmUpperWeight,,Main Menu Character Creation,KgNone,"UPPER WEIGHT"
mmVKNameEntryHeader,,Console Main Menu,KgNone,"Name Character"
mmWaist,,Main Menu Character Creation,KgNone,"WAIST"
modArmorAdvancedMuffledConnectors,items,Melee,New,"Advanced Muffled Connectors"
modArmorAdvancedMuffledConnectorsDesc,items,Melee,New,"Greatly reduced noise from armor."
modArmorAdvancedMuffledConnectorsSchematic,items,Melee,New,"Advanced Muffled Connectors Schematic"
modArmorBandolier,mod,mod,New,"Bandolier"
modArmorBandolierDesc,mod,mod,New,"Reload 30% faster.\nInstall into any chest or leg armor."
modArmorBandolierSchematic,items,mod,New,"Bandolier Schematic"
modArmorCoolingMesh,item_modifiers,mod,New,"Cooling Mesh"
modArmorCoolingMeshDesc,item_modifiers,mod,New,"This armor modification adds insulation against harsh hot weather."
modArmorCoolingMeshSchematic,items,mod,New,"Cooling Mesh Schematic"
modArmorCustomizedFittings,items,Melee,New,"Customized Fittings"
modArmorCustomizedFittingsDesc,items,Melee,New,"Greatly decreases movement and stamina penalties from armor."
modArmorCustomizedFittingsSchematic,items,Melee,New,"Customized Fittings Schematic"
modArmorDoubleStoragePocket,item_modifiers,mod,New,"Double Storage Pocket"
modArmorDoubleStoragePocketDesc,item_modifiers,mod,New,"Decrease encumbrance penalty by 2 by installing this modification into your armor."
modArmorDoubleStoragePocketSchematic,items,mod,New,"Double Storage Pocket"
modArmorHelmetLight,items,Melee,New,"Helmet Light"
modArmorHelmetLightDesc,items,Melee,New,"Installs into any head armor. Press F to activate."
modArmorHelmetLightSchematic,items,Melee,New,"Helmet Light Schematic"
modArmorImpactBracing,item_modifiers,mod,New,"Impact Bracing"
modArmorImpactBracingDesc,item_modifiers,mod,New,"Reduces fall damage."
modArmorImpactBracingSchematic,items,mod,New,"Impact Bracing Schematic"
modArmorImprovedFittings,items,Melee,New,"Improved Fittings"
modArmorImprovedFittingsDesc,items,Melee,New,"Decreases movement and stamina penalties from armor."
modArmorImprovedFittingsSchematic,items,Melee,New,"Improved Fittings Schematic"
modArmorInsulatedLiner,item_modifiers,mod,New,"Armor Mod: Insulated Liner"
modArmorInsulatedLinerDesc,item_modifiers,mod,New,"Install this into your armor to give you insulation from the cold."
modArmorInsulatedLinerSchematic,items,,New,"Insulated liner Schematic"
modArmorIronPlating,item_modifiers,mod,New,"Iron Plating"
modArmorIronPlatingDesc,,,,"Improve your armor rating with this iron plating. Can only be installed in  heavy armor."
modArmorIronPlatingSchematic,items,,New,"Iron Plating Schematic"
modArmorJumpJets,item_modifiers,mod,New,"Jump Jets"
modArmorJumpJetsDesc,item_modifiers,mod,New,"These look safe...ish but cumbersome to run with while they are activated."
modArmorMilitaryPlating,item_modifiers,mod,New,"Military Plating"
modArmorMilitaryPlatingDesc,item_modifiers,mod,New,"Improve your armor rating with this military grade plating. Can only be installed in light armor."
modArmorMilitaryPlatingSchematic,items,mod,New,"Military Plating Schematic"
modArmorMuffledConnectors,items,Melee,New,"Muffled Connectors"
modArmorMuffledConnectorsDesc,items,Melee,New,"Reduces noise from armor."
modArmorMuffledConnectorsSchematic,items,Melee,New,"Muffled Connectors Schematic"
modArmorPlasticPlating,item_modifiers,mod,New,"Plastic Plating"
modArmorPlasticPlatingDesc,item_modifiers,mod,New,"Improve your armor rating with this plastic plating. Can only be installed in light armor."
modArmorPlasticPlatingSchematic,items,mod,New,"Plastic Plating Schematic"
modArmorReinforcedPadding,item_modifiers,mod,New,"Reinforced Padding"
modArmorReinforcedPaddingDesc,item_modifiers,mod,New,"Improve your armor rating with this reinforced padding. Can only be installed in light armor."
modArmorReinforcedPaddingSchematic,items,mod,New,"Reinforced Padding Schematic"
modArmorScrapPlating,item_modifiers,mod,New,"Scrap Plating"
modArmorScrapPlatingDesc,item_modifiers,mod,New,"Improve your armor rating with this scrap plating. Can only be installed in  heavy armor."
modArmorScrapPlatingSchematic,items,mod,New,"Scrap Plating Schematic"
modArmorSpikedKnuckles,item_modifiers,mod,New,"Spiked Knuckles"
modArmorSpikedKnucklesDesc,item_modifiers,mod,New,"Increase unarmed damage. Can only be installed in armored gloves."
modArmorSpikedKnucklesSchematic,items,mod,New,"Spiked Knuckles"
modArmorSteelPlating,item_modifiers,mod,New,"Steel Plating"
modArmorSteelPlatingDesc,,,,"Improve your armor rating with this steel plating. Can only be installed in  heavy armor."
modArmorSteelPlatingSchematic,items,mod,New,"Steel Plating Schematic"
modArmorStoragePocket,item_modifiers,mod,New,"Storage Pocket"
modArmorStoragePocketDesc,item_modifiers,mod,New,"Decrease encumbrance penalty by 1 by installing this modification into your armor."
modArmorStoragePocketSchematic,items,mod,New,"Storage Pocket Schematic"
modArmorTripleStoragePocket,item_modifiers,mod,New,"Triple Storage Pocket"
modArmorTripleStoragePocketDesc,item_modifiers,mod,New,"Decrease encumbrance penalty by 3 by installing this modification into your armor."
modArmorTripleStoragePocketSchematic,item_modifiers,mod,New,"Triple Storage Pocket Schematic"
modArmorWaterPurifier,item_modifiers,mod,New,"Water Purifier"
modArmorWaterPurifierDesc,item_modifiers,mod,New,"Purifies any water consumed while installed in your helmet."
modArmorWaterPurifierSchematic,items,mod,New,"Water Purifier Schematic"
modDyeBlack,item_modifiers,mod,New,"Dye: Black"
modDyeBlue,item_modifiers,mod,New,"Dye: Blue"
modDyeGreen,item_modifiers,mod,New,"Dye: Green"
modDyeGroupDesc,item_modifiers,mod,New,"Adding a dye mod applies a tint to the entire held or worn item.\nIt takes a mod slot so you get the normal damage bonus from installing this."
modDyeOrange,item_modifiers,mod,New,"Dye: Orange"
modDyePurple,item_modifiers,mod,New,"Dye: Purple"
modDyeRed,item_modifiers,mod,New,"Dye: Red"
modDyeWhite,item_modifiers,mod,New,"Dye: Solvent"
modDyeYellow,item_modifiers,mod,New,"Dye: Yellow"
modGunBarrelExtender,item_modifiers,mod,New,"Barrel Extender"
modGunBarrelExtenderDesc,item_modifiers,mod,New,"Increases damage, range and aimed accuracy but makes the weapon more unwieldy when fired from the hip."
modGunBarrelExtenderSchematic,items,Book,New,"Barrel Extender Schematic"
modGunBipod,item_modifiers,mod,New,"Bipod"
modGunBipodDesc,item_modifiers,mod,New,"Increases aimed accuracy."
modGunBipodSchematic,items,Book,New,"Bipod Schematic"
modGunBowPolymerString,items,Book,New,"Polymer String"
modGunBowPolymerStringDesc,items,Book,New,"Arrows and Bolts fly quicker and further with this modification."
modGunBowPolymerStringSchematic,items,Book,New,"Polymer String Schematic"
modGunButtkick3000,item_modifiers,mod,New,"Buttkick 3000"
modGunButtkick3000Desc,item_modifiers,mod,New,"Fill all item mod slots with this to get an idea of max mod effects."
modGunButtkick4000,item_modifiers,mod,New,"Buttkick 4000 - Perks"
modGunButtkick4000Desc,item_modifiers,mod,New,"Maxes out all attributes and perks."
modGunChoke,item_modifiers,mod,New,"Shotgun Choke"
modGunChokeDesc,item_modifiers,mod,New,"Modifies the spread to a horizontal pattern instead of the normal round one."
modGunChokeSchematic,items,Book,New,"Shotgun Choke Schematic"
modGunDuckbill,item_modifiers,mod,New,"Shotgun Duckbill"
modGunDuckbillDesc,item_modifiers,mod,New,"Tightens the shotgun's spread."
modGunDuckbillSchematic,items,Book,New,"Shotgun Duckbill Schematic"
modGunFlashSuppressor,item_modifiers,mod,New,"Flash Suppressor"
modGunFlashSuppressorDesc,item_modifiers,mod,New,"A flash suppressor reduces the muzzle flash making it easier for you to see and harder to be seen."
modGunFlashlight,item_modifiers,mod,New,"Weapon Flashlight"
modGunFlashlightDesc,item_modifiers,mod,New,"Installs into any firearm. Press F to activate."
modGunFlashlightSchematic,items,Book,New,"Weapon Flashlight Schematic"
modGunForegrip,item_modifiers,mod,New,"Fore Grip"
modGunForegripDesc,item_modifiers,mod,New,"Improves handling and aming accuracy."
modGunForegripSchematic,items,Book,New,"Fore Grip Schematic"
modGunLaserSight,item_modifiers,mod,New,"Laser Sight"
modGunLaserSightDesc,item_modifiers,mod,New,"Helps with aiming quickly and increases accuracy when firing from the hip."
modGunLaserSightSchematic,item_modifiers,mod,New,"Laser Sight Schematic"
modGunMagazineExtender,item_modifiers,mod,New,"Magazine Extender"
modGunMagazineExtenderDesc,item_modifiers,mod,New,"Increases magazine capacity."
modGunMagazineExtenderSchematic,items,Book,New,"Magazine Extender Schematic"
modGunMeleeFeelTheHeatSchematic,items,Book,New,"Feel the Heat Schematic"
modGunMeleeTheHunter,items,Book,New,"The Hunter"
modGunMeleeTheHunterDesc,items,Book,New,"Increases damage to living beings."
modGunMeleeTheHunterSchematic,items,Book,New,"The Hunter Schematic"
modGunMuzzleBrake,item_modifiers,mod,New,"Muzzle Brake"
modGunMuzzleBrakeDesc,item_modifiers,mod,New,"Diverts the propellant gases to reduce recoil."
modGunMuzzleBrakeSchematic,items,Book,New,"Muzzle Brake Schematic"
modGunReflexSight,item_modifiers,mod,New,"Reflex Sight"
modGunReflexSightDesc,item_modifiers,mod,New,"Minor visual magnification but designed for fast target acquisition. Improves weapon handling."
modGunReflexSightSchematic,items,Book,New,"Reflex Sight Schematic"
modGunRetractingStock,item_modifiers,mod,New,"Retracting Stock"
modGunRetractingStockDesc,item_modifiers,mod,New,"Improves weapon handling while moving or firing from the hip because the weapon becomes more manageable in close quarters."
modGunRetractingStockSchematic,items,Book,New,"Retracting Stock Schematic"
modGunRodAndSpring,item_modifiers,mod,New,"Rod and Spring Replacement"
modGunRodAndSpringDesc,item_modifiers,mod,New,"Increases the rate of fire on self-loading weapons and increases recoil."
modGunRodAndSpringSchematic,items,Book,New,"Rod and Spring Replacement Schematic"
modGunScopeLarge,item_modifiers,mod,New,"Scope 8x"
modGunScopeLargeDesc,item_modifiers,mod,New,"Increases visual magnification when aiming."
modGunScopeLargeSchematic,items,Book,New,"Scope 8x Schematic"
modGunScopeMedium,item_modifiers,mod,New,"Scope 4x"
modGunScopeMediumDesc,item_modifiers,mod,New,"Increases visual magnification when aiming."
modGunScopeMediumSchematic,items,Book,New,"Scope 4x Schematic"
modGunScopeSmall,item_modifiers,mod,New,"Scope 2x"
modGunScopeSmallDesc,item_modifiers,mod,New,"Increases visual magnification when aiming."
modGunScopeSmallSchematic,items,Book,New,"Scope 2x Schematic"
modGunSoundSuppressorSilencer,item_modifiers,mod,New,"Silencer"
modGunSoundSuppressorSilencerDesc,items,mod,New,"A sound suppresser greatly reduces the firing sound but reduces maximum range and damage."
modGunSoundSuppressorSilencerSchematic,,Book,New,"Silencer Schematic"
modGunTriggerGroupAutomatic,items,mod,New,"Trigger Group: Full Auto"
modGunTriggerGroupAutomaticDesc,items,mod,New,"Modified the trigger group to fire full auto only."
modGunTriggerGroupAutomaticSchematic,items,Book,New,"Trigger Group: Full Auto Schematic"
modGunTriggerGroupBurst,items,mod,New,"Trigger Group: Burst"
modGunTriggerGroupBurstDesc,items,mod,New,"Modified the trigger group to fire 3 round bursts."
modGunTriggerGroupBurstSchematic,items,Book,New,"Trigger Group: Burst Schematic"
modGunTriggerGroupSemi,items,mod,New,"Trigger Group: Semi"
modGunTriggerGroupSemiDesc,items,mod,New,"Modified the trigger group to fire semi-auto only."
modGunTriggerGroupSemiSchematic,items,Book,New,"Trigger Group: Semi Schematic"
modMeleeClubBarbedWire,items,Book,New,"Barbed Wire Mod"
modMeleeClubBarbedWireDesc,items,Book,New,"20% chance to cause bleeding damage, 40% with power attacks."
modMeleeClubBarbedWireSchematic,items,Book,New,"Barbed Wire Mod Schematic"
modMeleeClubBurningShaft,items,Book,New,"Burning Shaft Mod"
modMeleeClubBurningShaftDesc,items,Book,New,"A melee item can double as a light source and set enemies on fire."
modMeleeClubBurningShaftSchematic,items,Book,New,"Burning Shaft Mod Schematic"
modMeleeClubMetalSpikes,items,Book,New,"Metal Spikes Mod"
modMeleeClubMetalSpikesDesc,items,Book,New,"Each successive hit lowers enemies armor rating 20%"
modMeleeClubMetalSpikesSchematic,items,Book,New,"Metal Spikes Mod Schematic"
modMeleeErgonomicGrip,items,Book,New,"Ergonomic Grip"
modMeleeErgonomicGripDesc,items,Book,New,"Decreases stamina usage by 20%."
modMeleeErgonomicGripSchematic,items,Book,New,"Ergonomic Grip Schematic"
modMeleeFortifyingGrip,items,Book,New,"Fortifying Grip"
modMeleeFortifyingGripDesc,items,Book,New,"When health is below 50% gain 1 hit point every 5 seconds."
modMeleeFortifyingGripSchematic,items,Book,New,"Fortifying Grip Schematic"
modMeleeSerratedBlade,items,Book,New,"Serrated Blade"
modMeleeSerratedBladeDesc,items,Book,New,"This serrated blade adds a greater chance to inflict bleeding damage."
modMeleeSerratedBladeSchematic,items,Book,New,"Serrated Blade Schematic"
modMeleeStructuralBrace,items,Book,New,"Structural Brace"
modMeleeStructuralBraceDesc,items,Book,New,"This structural brace increases damage and increases durability for hammers."
modMeleeStructuralBraceSchematic,items,Book,New,"Structural Brace Schematic"
modMeleeTemperedBlade,items,Book,New,"Tempered Blade"
modMeleeTemperedBladeDesc,items,Book,New,"This tempered blade increases damage and increases durability for blades."
modMeleeTemperedBladeSchematic,items,Book,New,"Tempered Blade Schematic"
modMeleeWeightedHead,items,Book,New,"Weighted Head"
modMeleeWeightedHeadDesc,items,Book,New,"Hammer modification. \nAdds a chance to stun and slow victims. "
modMeleeWeightedHeadSchematic,items,Book,New,"Weighted Head Schematic"
modShotgunSawedOffBarrelSchematic,items,Book,New,"Sawed-off Shotgun Barrel Schematic"
mohawk,,Menu,KgNone,"Mohawk"
morticianDrawer,blocks,Block,New,"Mortician's Drawer (Без добычи)"
motionsensor,blocks,Electricity,New,"Motion Sensor"
motionsensorDesc,blocks,Electricity,New,"Used to trigger electrical events when motion is detected."
mouthSize,UI,Menu UMA,KgNone,"Mouth Size"
msgBuildingEnvironment,UI,Menu,KgNone,"Building environment..."
msgConnectingToServer,UI,Game loading,New,"Connecting to server {0}..."
msgConnectingToServerCancel,UI,Game loading,New,"(Press ESC to cancel)"
msgGeneratingDistantTerrain,UI,Game loading,New,"Generating Distant Terrain"
msgLoadingUI,UI,Game loading,New,"Loading UI"
msgServer1,UI,Menu,KgNone,"Server disconnected you:"
msgServer12,UI,Menu,KgNone,"Your account '{0}' is not activated or no server answer!"
msgServer19,UI,Menu,KgNone,"The player name '{0}' already exits on the server! Please choose a different one"
msgServer23,UI,Menu,KgNone,"You are not on the whitelist of the server!"
msgServer25,UI,Menu,KgNone,"Denying command '{0}' from client {1}"
msgServer4,UI,Menu,KgNone,"Game Version Mismatch: you have '{0}' and server has '{1}'"
msgServer6,UI,Menu,KgNone,"Too many players on the server! Allowed: {0}"
msgServer7,UI,Menu,KgNone,"{0}' has been banned until {1}.\nReason: {2}"
msgServer8,UI,Menu,KgNone,"Denying player with duplicate name '{0}'"
msgStartingGame,UI,Menu,KgNone,"Starting game..."
muscle,UI,Menu UMA,KgNone,"Muscle"
mushroom01,blocks,Farming,EnChanged,"Mushrooms 01 (иом)"
mushroom01Desc,blocks,Farming,KgNone,"Mushrooms"
mushroom02,blocks,Farming,EnChanged,"Mushrooms 02 (иом)"
mushroom3Harvest,blocks,Block,New,"Mushrooms (Harvestable)"
mushroomSeed,blocks,Farming,New,"Mushroom Spores (Seed)"
nceConnectionFailed,,Net Connection Error,KgNone,"Connection lost. Check your Network connectivity and try again."
neckThickness,UI,Menu UMA,KgNone,"Neck"
nerdGlasses,items,Clothes,New,"Nerdy Glasses"
nerdGlassesDesc,items,Clothes,New,"Wearing these nerdy looking glasses might not help your sex appeal but they boost your Intellect and you gain extra XP."
nightvisionGoggles,items,Clothes,KgNone,"Night Vision Goggles"
nightvisionGogglesDesc,items,Clothes,KgNone,"These night vision goggles provide a little face protection but probably don't work any more.\nRepair with Repair Kits."
noSecureDoorAccess,UI,HUD,KgNone,"No Access"
none,,Menu,KgNone,"None"
noseCurve,UI,Menu UMA,KgNone,"Nose Curve"
noseFlatten,UI,Menu UMA,KgNone,"Nose Flatten"
noseInclination,UI,Menu UMA,KgNone,"Nose Inclination"
nosePosition,UI,Menu UMA,KgNone,"Nose Position"
nosePronounced,UI,Menu UMA,KgNone,"Nose Pronounced"
noseSize,UI,Menu UMA,KgNone,"Nose Size"
noseWidth,UI,Menu UMA,KgNone,"Nose Width"
notHungry,UI,Tooltip,KgNone,"You are not hungry."
notHurt,UI,Tooltip,KgNone,"You are not hurt."
notThirsty,UI,Tooltip,KgNone,"You are not thirsty."
npcBanditMelee,entityclasses,Entity,New,"Melee Bandit"
npcBanditRanged,entityclasses,Entity,New,"Ranged Bandit"
npcSurvivorRanged,entityclasses,Entity,New,"Survivor"
npcTooltipTalk,UI,Tooltip,New,"Press <{0}> to talk to {1}"
npcTraderBob,entityclasses,Entity,New,"Trader Bob"
npcTraderHugh,entityclasses,Entity,New,"Trader Hugh"
npcTraderJen,entityclasses,Entity,New,"Trader Jen"
npcTraderJimmy,entityclasses,Entity,New,"Trader Jimmy"
npcTraderJoel,entityclasses,Entity,New,"Trader Joel"
npcTraderRekt,entityclasses,Entity,New,"Trader Rekt"
npcTraderTest,entityclasses,Entity,New,"Trader Test"
officeChair01,blocks,Block,KgNone,"Office Chair"
oilBarrel,blocks,Block,KgNone,"Gas Barrel"
oilBarrelDesc,blocks,Block,KgNone,"Gas barrels can be crafted into gas cans or shot and blown up for setting a trap. A barrel is worth 600 units of gas."
oldCash,items,Item,New,"Old Cash"
oldCashDesc,items,Item,New,"This used to be legal tender. Now it is mostly valued for being made of paper."
oldChair1,blocks,Block,KgNone,"Old Chair"
opaqueBusinessGlass,blocks,Block,New,"Opaque Business Glass"
overalls,items,Clothes,New,"Overalls"
overheated,buffs,Buff,KgNone,"Overheated"
overheatedDesc,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter. When hot you will dehydrate faster."
overheatedTooltip,buffs,Buff,KgNone,"You're overheating. Rest, find water or shelter."
paintGroupDesc,progression,Perk,New,"This skill cannot be purchased with skill points. Find and read magazines to unlock additional painting options."
paintMagazineDecorations,items,Book,New,"Painting: Decorations"
paintMagazineFaux,items,Book,New,"Painting: Faux"
paintMagazineGroupDesc,items,Book,New,"Read this to unlock a new material group in the paint menu."
paintMagazineMasonry,items,Book,New,"Painting: Masonry"
paintMagazineMetal,items,Book,New,"Painting: Metal"
paintMagazineWallCoverings,items,Book,New,"Painting: Wall Coverings"
paintMagazineWoodAndRoofing,items,Book,New,"Painting: Wood and Roofing"
paintingBen,blocks,Block,New,"Painting: Ben"
paintingDerek,blocks,Block,New,"Painting: Derek"
paintingDuke,blocks,Block,New,"Painting: Duke"
paintingKen,blocks,Block,New,"Painting: Ken"
