Key,Source,Context,Changes,English
quest_tier4_hidden_cache_offer,,Quest Info,New,"Some of the Duke's lackeys stole some of our supplies and hid them at [DECEA3]{poi.name}[-]. I will reward you if you retrieve them."
quest_tier5_hidden_cache_offer,,Quest Info,New,"Some of our men went missing trying to secure some stolen supplies at [DECEA3]{poi.name}[-]. We fear the worst for the men but really need those supplies. Could you look into this for me?"
quest_tier6_hidden_cache_offer,,Quest Info,New,"We got a good tip that some of the Duke's supplies are hidden at [DECEA3]{poi.name}[-]. This will be one of the toughest assignments we have sent you on. We are really counting on you. Good luck."
quest_tier2_fetch_clear_offer,,Quest Info,New,"One of our Runners had to stash their shipment at [DECEA3]{poi.name}[-]. Go exterminate the zombies and retrieve the shipment."
quest_tier3_fetch_clear_offer,,Quest Info,New,"One of the boys were being overrun by zombies during a supply run. They told me exactly where to find the shipment at [DECEA3]{poi.name}[-]. Go slaughter the zombies and retrieve the goods."
quest_tier4_fetch_clear_offer,,Quest Info,New,"We need to retrieve our supplies at [DECEA3]{poi.name}[-]. We know where they stashed them. Go clear out the zombies and retrieve the supplies."
quest_tier5_fetch_clear_offer,,Quest Info,New,"This will be a rough mission for you but I'm sure you can handle it. One of our comrades stashed supplies inside [DECEA3]{poi.name}[-]. We know where the supplies are. We simply need you to wipe out the zombies and bring home the bacon."
quest_tier6_fetch_clear_offer,,Quest Info,New,"One of our brothers got ambushed and had to leave an important shipment behind at [DECEA3]{poi.name}[-]. This will be an incredibly hard mission. You might want to recruit some friends. Go kill all the zombies and retrieve the goods."
quest_tier3_hidden_clear_offer,,Quest Info,New,"One of our couriers stole supplies from the Duke that we desperately needed and hid them at [DECEA3]{poi.name}[-]. Go kill all the zombies and find the hidden shipment."
quest_tier4_hidden_clear_offer,,Quest Info,New,"We received word that one of the Cassadores hid supplies at [DECEA3]{poi.name}[-]. Go wipe out the zombies and find the hidden shipment."
quest_tier5_hidden_clear_offer,,Quest Info,New,"This will be a difficult mission. We tracked the one of the Duke's henchmen to [DECEA3]{poi.name}[-] and know that they had a valuable shipment on them. Go exterminate the zombies and find the hidden shipment."
quest_tier6_hidden_clear_offer,,Quest Info,New,"Some would say this mission is impossible, but then again they've never seen you in action. We are certain there are Duke supplies at [DECEA3]{poi.name}[-]. You must find the hidden supplies and slaughter the zombie threat."
quest_tier1_buried_supplies_offer,,Quest Info,New,"One of my couriers had a little run in with a Cassadore lackey. He was able to lose him but had to bury the shipment. I'm only interested in our supplies, you can keep the rest of the loot. Be warned this courier isn't playing with a full deck so the mark on the map may be a little off. Don't forget you're going to need a shovel."
quest_tier1_complete,,Quest Info,New,"Уровень 1: Завершить"
quest_tier2_complete,,Quest Info,New,"Уровень 2: Завершить"
quest_tier3_complete,,Quest Info,New,"Уровень 3: Завершить"
quest_tier4_complete,,Quest Info,New,"Уровень 4: Завершить"
quest_tier5_complete,,Quest Info,New,"Уровень 5: Завершить"
quest_tier6_complete,,Quest Info,New,"Уровень 6: Завершить"
quest_tier1_complete_description,,Quest Info,New,"Специальная награда за разблокирование заданий [DECEA3]2[-] уровня."
quest_tier2_complete_description,,Quest Info,New,"Специальная награда за разблокирование заданий [DECEA3]3[-] уровня."
quest_tier3_complete_description,,Quest Info,New,"Специальная награда за разблокирование заданий [DECEA3]4[-] уровня."
quest_tier4_complete_description,,Quest Info,New,"Специальная награда за разблокирование заданий [DECEA3]5[-] уровня."
quest_tier5_complete_description,,Quest Info,New,"Специальная награда за разблокирование заданий [DECEA3]6[-] уровня."
quest_tier6_complete_description,,Quest Info,New,"Специальная награда за выполнение заданий всех уровней."
quest_tier_complete_competion,,Quest Info,New,"THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. CHECK BACK TOMORROW AND I WILL HAVE SOME HARDER JOBS FOR YOU THAT SHOULD BE MORE REWARDING."
quest_tier6_complete_competion,,Quest Info,New,"THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. WE HAVE NO HARDER QUESTS FOR YOU NOW."
									THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. CHECK BACK TOMORROW AND I WILL HAVE SOME HARDER JOBS FOR YOU THAT SHOULD BE MORE REWARDING.				
									THANK YOU SURVIVOR FOR FINISHING SOME OF THOSE TASKS FOR ME. HERE IS A REWARD FOR ALL YOUR HARD WORK. WE HAVE NO HARDER QUESTS FOR YOU NOW.				
